lig,rec,g1,g2,g3,g4,g5,g6,g7,g8
C,N_DA,-0.01097,-0.003781,0.01077,0.0007972,0.009825,0.0266,0.03128,-0.05302
C,N_a_DA,0.03483,0.0541,-0.0168,-0.03473,-0.003934,0.0533,0.02442,-0.06347
C,O_DA,0.1244,0.09874,0.02703,-0.06992,-0.01129,0.1084,0.1562,0.04651
C,O_ba_DA,0.138,0.1064,0.08925,0.03134,-0.06794,-0.1088,-0.005423,0.06613
C,Met_DA,-0.05452,0.01193,0.07365,0.1456,0.08472,0.03466,0.1678,0.2029
C,N_A,-0.002885,0.006568,0.02087,-0.00297,0.01016,0.007574,0.005608,-0.04174
C,N_a_A,-0.02385,-0.003406,0.01277,0.008995,0.01235,-0.02455,-0.07218,-0.05781
C,O_A,0.07605,0.03375,-0.0183,-0.08361,-0.03892,0.01119,-0.01441,-0.05234
C,O_a_A,-0.01549,0.0256,-0.005494,0.003463,-0.01562,-0.008792,-0.01307,-0.01548
C,On_A,0.1809,0.05316,-0.07681,-0.1299,-0.06117,0.02719,-0.01819,-0.05004
C,O_SP2_A,-0.02496,-0.05408,-0.03028,-0.02725,0.03539,0.1318,0.06799,-0.03349
C,O_AMID,0.1818,0.1071,0.01084,-0.1227,-0.05651,0.02116,-0.04227,-0.02421
C,O_CAR,0.05651,-0.003819,-0.01517,-0.0867,-0.1598,-0.1122,-0.003887,0.04533
C,O_ALD,0.07251,0.1018,0.118,0.2795,0.4771,0.5157,0.2414,0.01185
C,N,0.0135,0.03542,0.08546,0.06174,-0.01153,-0.06186,-0.02459,0.08544
C,Np,-0.03796,-0.05145,-0.04014,-0.04263,0.02382,0.09587,0.1195,0.001143
C,N_SP,0.03224,0.005246,-0.009706,0.0006147,0.01821,0.01246,-0.008165,0.01772
C,O,0.008179,0.004115,0.00669,0.01397,-0.008016,0.0111,-0.003786,-0.01795
C,On,0.0007669,-0.04326,0.01736,0.0008788,0.000855,0.02739,0.01509,0.01696
C,S,0.07017,0.07588,0.01042,-0.1167,-0.185,-0.006792,0.195,0.07686
C,S_a,0.009381,0.01922,0.01073,-0.02083,0.009494,0.01759,-0.008689,0.02627
C,S_H,0.02195,0.0333,0.04538,-0.04275,-0.1338,-0.1395,-0.04166,-0.08358
C,P,-0.006894,-0.07146,-0.119,-0.1463,-0.03062,0.1224,0.1341,-0.01269
C,U,-0.07256,-0.04784,0.02082,0.03089,-0.109,-0.1267,0.07411,0.09665
C_a,H,0.0408,0.03099,-0.007359,-0.06848,0.0004737,-0.03164,0.01136,-0.03764
C_a,H_N,0.1453,0.08142,0.02085,0.02679,-0.03565,-0.02379,0.01742,-0.003806
C_a,H_O,0.056,-0.02492,-0.005888,0.00397,0.0168,-0.01532,-0.07234,-0.01327
C_a,H_S,-0.02043,-0.02984,-0.0167,-0.03799,-0.05327,-0.03291,0.03217,0.04035
C_a,H_ba,0.02629,0.005054,-0.02102,-0.0778,-0.02914,-0.002914,0.01736,-0.08371
C_a,C,0.08078,0.00601,-0.01778,-0.1199,-0.08015,-0.02786,0.07119,0.02855
C_a,C_a,0.09727,0.01179,-0.03577,-0.08882,-0.02872,-0.02835,0.006734,0.00919
C_a,C_SP2,-0.1153,-0.1745,-0.1948,-0.1441,0.03707,0.2918,0.2692,0.02883
C_a,C_SP,0.01098,-0.03401,-0.01347,-0.03314,0.002845,0.02488,0.03538,0.02564
C_a,F,0.09809,0.02586,0.0726,0.01561,-0.01484,0.009595,-0.02428,-0.04795
C_a,F_ba,0.008234,-0.009158,0.02309,0.01856,0.0312,0.03993,-0.00181,-0.03877
C_a,Cl,-0.06008,-0.101,-0.1366,-0.09024,-0.05633,-0.03587,-0.06943,-0.04902
C_a,Cl_ba,0.007322,-0.01355,0.003524,0.006932,0.004803,-0.01676,-0.00101,0.01653
C_a,Br,0.03828,0.0413,0.02648,-0.0199,-0.1075,-0.1629,0.009508,0.1167
C_a,Br_ba,0.006885,0.006516,-0.0214,0.02029,0.008342,0.02264,0.004379,0.01061
C_a,I,0.03697,0.03485,0.01538,-0.006013,-0.06806,-0.0974,-0.06308,0.03102
C_a,I_ba,0.04006,0.007934,-0.04136,0.02653,-0.0203,0.01583,-0.004455,0.007333
C_a,N_D,-0.05285,-0.01875,-0.01178,-0.01767,0.02839,0.04978,0.05941,0.1368
C_a,N_a_D,-0.09024,-0.1354,-0.1985,-0.06622,0.183,0.2271,-0.08221,-0.296
C_a,N_ba_D,0.1515,0.06477,0.0235,-0.1399,-0.2069,-0.1748,0.05262,0.1154
C_a,Np_D,-0.1087,-0.117,-0.1307,-0.17,-0.1042,0.2341,0.6011,0.5021
C_a,N_SP2_D,0.02993,-0.009432,-0.007729,0.0004915,0.01914,0.03034,0.01632,0.03381
C_a,N_AMID_D,0.07431,0.001676,-0.1011,-0.118,0.03568,0.009545,-0.05953,-0.1582
C_a,Np_RES_D,0.002226,-0.06293,-0.1241,-0.1313,-0.06318,0.0359,-0.008584,-0.04038
C_a,N_DA,-0.01254,0.02232,-0.003415,0.01994,0.05542,-0.01367,-0.01892,-0.01938
C_a,N_a_DA,0.0942,0.02294,-0.048,-0.09948,-0.06523,0.09132,0.0388,-0.1267
C_a,O_DA,0.2385,0.1104,-0.002978,-0.06805,0.06355,0.08308,0.0194,-0.05038
C_a,O_ba_DA,0.2088,0.1652,0.06512,-0.01696,-0.07241,-0.05625,-0.07615,-0.08079
C_a,Met_DA,-0.0602,-0.04044,-0.001703,0.09466,0.04682,0.06255,0.2612,0.2687
C_a,N_A,0.01332,0.0117,0.01575,-0.016,-0.01054,0.02242,0.02931,-0.02115
C_a,N_a_A,-0.003839,-0.04614,-0.1209,-0.08664,-0.02848,0.09847,0.0545,-0.09226
C_a,O_A,0.05602,0.03263,-0.07871,-0.1038,-0.07659,0.03944,0.02267,-0.075
C_a,O_a_A,-0.006401,0.003371,-0.007543,-0.01516,0.002109,0.01756,-0.009204,-0.03369
C_a,On_A,0.3272,0.2037,0.06808,0.02475,0.005785,-0.04883,-0.08735,-0.07251
C_a,O_SP2_A,0.0569,0.004155,0.03995,0.01641,0.06837,0.1073,0.09517,0.03264
C_a,O_AMID,0.3203,0.2426,0.09714,0.02055,-0.04772,-0.003351,-0.0513,-0.1559
C_a,O_CAR,0.1672,0.1136,0.01027,-0.1933,-0.3403,-0.2582,-0.1855,-0.05578
C_a,O_ALD,0.1818,0.2384,0.3283,0.5749,0.8972,0.8343,0.4753,0.1374
C_a,N,-0.01722,0.1288,0.1672,0.115,-0.06577,-0.1265,-0.09076,-0.02946
C_a,Np,-0.004468,0.003716,-0.007735,0.03472,0.1071,0.1143,0.0611,-0.0245
C_a,N_SP,-0.002817,0.01334,-0.02247,-0.02396,0.004721,-0.0129,0.006369,0.02184
C_a,O,-0.006452,0.01743,-0.001517,0.0286,0.005374,-0.001545,0.006453,-0.01597
C_a,On,-0.01094,0.02956,-0.00212,0.001305,-0.00562,-0.01324,-0.0381,0.006339
C_a,S,0.1672,0.158,0.04574,-0.1136,-0.1507,-0.03829,0.08529,0.07768
C_a,S_a,0.01504,0.001511,0.02528,-0.03279,0.004265,0.004879,0.01436,0.01831
C_a,S_H,0.05293,0.04396,0.02621,-0.0206,-0.05829,-0.04488,-0.04649,-0.1821
C_a,P,-0.1048,-0.07057,-0.095,-0.07061,0.03199,0.04918,0.126,0.03128
C_a,U,0.0005627,-0.01108,-0.01544,-0.0542,-0.0579,-0.09821,0.05012,0.05397
C_SP2,H,0.03634,0.04254,-0.02412,-0.06068,0.03855,0.006701,-0.1093,-0.1155
C_SP2,H_N,0.05335,-0.02058,-0.06099,0.0204,-0.05761,-0.04579,-0.006803,-0.04398
C_SP2,H_O,0.03084,-0.0363,0.01035,-0.02526,-0.0137,0.01329,-0.01703,-0.07871
C_SP2,H_S,-0.02343,0.01814,0.07353,0.04878,0.0003816,-0.1179,-0.2152,-0.2013
C_SP2,H_ba,0.04057,-0.01428,0.007521,-0.03063,0.00524,-0.03389,0.01116,-0.06732
C_SP2,C,0.02572,0.004873,-0.01371,-0.1172,-0.074,0.0541,0.09806,-0.02162
C_SP2,C_a,0.0616,0.01534,-0.03319,-0.07695,-0.0455,-0.004293,0.04059,-0.01668
C_SP2,C_SP2,-0.02899,-0.07421,-0.06717,-0.07548,0.04757,0.2142,0.2235,0.07202
C_SP2,C_SP,0.008002,-0.02226,0.02717,-0.01417,0.004727,0.009207,0.03047,-0.001444
C_SP2,F,0.04446,0.02695,0.02289,0.02022,-0.003161,-0.006038,-0.06283,-0.09504
C_SP2,F_ba,0.007626,0.0008123,0.002145,0.00636,-0.003698,0.02038,0.006594,-0.02082
C_SP2,Cl,-0.02531,-0.0604,-0.05168,-0.04348,-0.05219,-0.01156,-0.07554,-0.0215
C_SP2,Cl_ba,-0.02542,3.769e-05,0.0006678,0.01861,0.0107,0.00294,-0.004459,0.01424
C_SP2,Br,0.01021,0.00121,0.01219,-0.0419,-0.05869,-0.1056,0.004179,0.09141
C_SP2,Br_ba,0.008332,0.01967,0.008876,0.02163,0.01808,-0.01832,-0.01062,0.02921
C_SP2,I,-0.003946,-0.001187,0.013,-0.0118,-0.009296,-0.02556,-0.0134,0.02516
C_SP2,I_ba,0.03951,-0.002011,-0.01583,-0.01581,-0.002642,-0.01346,0.003211,0.01181
C_SP2,N_D,0.008575,-0.03791,-0.03086,-0.09971,-0.08967,0.06732,0.1262,0.1582
C_SP2,N_a_D,0.05579,-0.004124,-0.05748,-0.1345,-0.0743,0.07841,0.07445,-0.005275
C_SP2,N_ba_D,0.1529,0.09551,0.05108,-0.04628,-0.08983,-0.04735,0.04349,0.08714
C_SP2,Np_D,0.00912,-0.03967,-0.1039,-0.1369,-0.07608,0.1805,0.4708,0.4526
C_SP2,N_SP2_D,-0.0002538,-0.003941,0.00944,0.01438,-0.008306,0.01914,-0.01128,0.02206
C_SP2,N_AMID_D,0.07188,0.01872,-0.01819,-0.03987,0.06522,-0.005283,-0.1125,-0.2092
C_SP2,Np_RES_D,0.1417,0.08082,-0.04056,-0.1296,-0.08451,-0.02874,-0.05307,-0.07891
C_SP2,N_DA,0.03543,0.007781,0.009112,0.01749,-0.00824,-0.01153,0.007173,0.01293
C_SP2,N_a_DA,0.08665,0.09559,0.001432,-0.001435,0.03608,0.09119,-0.04788,-0.1526
C_SP2,O_DA,0.1358,0.04621,-0.002023,-0.08865,0.0007355,0.08414,0.05334,-0.1085
C_SP2,O_ba_DA,0.07661,0.03887,0.01507,-0.0008808,-0.01999,-0.104,-0.09043,-0.1024
C_SP2,Met_DA,-0.08295,-0.135,-0.1304,-0.02024,0.002644,-0.07348,0.06135,0.18
C_SP2,N_A,-0.0346,0.01187,0.002447,0.0147,0.005203,0.02879,-0.005283,-0.00342
C_SP2,N_a_A,0.01209,-0.01759,-0.0213,0.0182,0.04515,0.02838,-0.02502,-0.01931
C_SP2,O_A,0.02475,-0.01424,-0.08705,-0.1198,-0.172,-0.1041,-0.03078,-0.01715
C_SP2,O_a_A,0.002341,0.01122,-0.005502,0.01191,-0.003065,0.005292,-0.0003267,-0.0003147
C_SP2,On_A,0.1479,0.0883,0.0005055,-0.04457,0.01753,-0.002235,-0.1227,-0.2305
C_SP2,O_SP2_A,0.1775,0.1337,0.1089,0.103,0.04725,0.01371,-0.04996,-0.01669
C_SP2,O_AMID,0.1987,0.1304,-0.001745,-0.07258,-0.04424,0.01108,-0.05869,-0.1349
C_SP2,O_CAR,0.1857,0.1299,0.0381,-0.07796,-0.1477,-0.09563,-0.02219,-0.04148
C_SP2,O_ALD,0.1824,0.2244,0.3739,0.6911,0.9555,0.837,0.5241,0.2011
C_SP2,N,0.01513,0.09429,0.06687,0.05704,-0.02834,-0.09712,-0.09722,0.05169
C_SP2,Np,-0.0142,-0.024,-0.03894,0.004687,0.05991,0.02606,0.1085,0.08216
C_SP2,N_SP,0.01713,-0.006664,-0.01096,0.006286,0.0163,-0.02119,-0.01304,0.01341
C_SP2,O,0.009182,0.03708,0.01345,-0.01606,0.01336,0.00797,-0.005643,0.005963
C_SP2,On,0.01057,-0.02184,-0.001743,0.01061,-8.59e-05,0.04078,-0.01038,0.008067
C_SP2,S,0.1445,0.06223,-0.01866,-0.0933,-0.09623,0.0006256,0.07264,0.1054
C_SP2,S_a,0.03755,-0.02647,0.005278,-0.02789,0.02248,0.02825,-0.0296,-0.01057
C_SP2,S_H,0.05349,0.09133,0.0548,0.003848,-0.05631,-0.1056,-0.1156,-0.1598
C_SP2,P,-0.05894,-0.004265,-0.02988,0.02416,0.03691,0.005757,-0.04275,-0.07119
C_SP2,U,0.03895,0.05451,0.01052,-0.04743,-0.09653,-0.1155,-0.004436,-0.01694
C_SP,H,0.05565,0.009153,-0.05201,-0.06083,-0.07116,-0.0573,-0.05389,-0.06166
C_SP,H_N,0.05624,0.03916,0.02257,0.009384,-0.01771,-0.007794,-0.01402,-0.002367
C_SP,H_O,0.00838,0.02529,0.02109,0.04185,0.006793,-0.05526,-0.08072,-0.06728
C_SP,H_S,-0.0007431,-0.002358,0.006772,0.01117,-0.008384,-0.03906,-0.05239,-0.07307
C_SP,H_ba,0.07478,0.00572,-0.01027,-0.02748,-0.05612,-0.06801,-0.05931,-0.04483
C_SP,C,0.03384,0.003262,-0.01187,-0.03015,0.0003023,0.006176,0.01832,-0.02766
C_SP,C_a,0.05697,0.01487,-0.03916,-0.05305,-0.06319,-0.06206,-0.01939,-0.007658
C_SP,C_SP2,-0.01855,-0.03212,-0.06404,-0.03544,0.04802,0.1221,0.03771,-0.07645
C_SP,C_SP,-0.003305,0.006286,0.006888,-0.0009627,0.003095,-0.003305,0.01387,-0.01867
C_SP,F,0.004815,-0.009292,-0.01805,0.006035,0.003226,-0.007901,0.005018,-0.01069
C_SP,F_ba,0.005684,-0.0002984,-0.00121,0.02728,-0.002972,0.00624,-0.005856,-0.003199
C_SP,Cl,0.008778,-0.004448,-0.01038,-0.01537,-0.01158,-0.003107,0.01627,-0.00343
C_SP,Cl_ba,-0.02502,-0.01066,0.00788,-0.01201,0.008652,-0.002782,-0.00769,0.009761
C_SP,Br,0.009376,-0.003754,-0.01388,-0.02171,-0.03151,-0.02938,0.0219,0.04236
C_SP,Br_ba,0.003103,-0.008453,-0.008537,0.00578,0.01337,-0.00586,0.009019,0.01014
C_SP,I,0.02463,-0.006386,0.02537,-0.00122,-0.0178,-0.04852,-0.02002,0.004962
C_SP,I_ba,-1.37e-05,-0.008678,-0.01562,-0.004195,0.004525,0.009902,-0.01801,-0.009005
C_SP,N_D,-0.005317,0.001455,-0.01967,-0.02263,0.009046,0.06123,0.02848,0.00223
C_SP,N_a_D,0.02124,0.01206,-0.01388,0.02976,0.01254,0.02638,-0.03615,-0.0531
C_SP,N_ba_D,0.02592,0.01903,0.006036,-0.0196,0.002447,-0.03376,-0.001491,-0.01645
C_SP,Np_D,-0.02321,-0.0284,-0.03239,-0.01065,0.1033,0.2497,0.3029,0.2026
C_SP,N_SP2_D,0.01746,-0.01666,0.0283,-0.005622,0.004528,0.01849,0.001748,0.01693
C_SP,N_AMID_D,0.04384,0.02893,-0.02238,-0.01922,-0.009919,-0.0489,-0.1775,-0.1716
C_SP,Np_RES_D,0.02718,0.01567,-0.02468,-0.05142,-0.02213,0.01511,-0.006457,0.004905
C_SP,N_DA,-0.006742,-0.004668,0.01384,0.004694,0.005813,0.02704,0.0207,-0.003777
C_SP,N_a_DA,0.001437,-0.03043,-0.02849,-0.03983,-0.02415,-0.008665,-0.05099,-0.084
C_SP,O_DA,0.05992,0.0296,0.04151,0.04448,0.02372,-0.02875,-0.0499,-0.0687
C_SP,O_ba_DA,0.03946,0.0185,0.02272,-0.0005031,-0.0179,-0.03056,-0.06435,-0.07243
C_SP,Met_DA,0.01825,0.02869,0.01961,0.02857,0.003412,-0.01719,0.05105,0.04238
C_SP,N_A,-0.01705,0.01449,0.0141,-0.01071,0.001321,-0.0009741,0.008431,0.008807
C_SP,N_a_A,-0.009335,-0.003855,0.002834,0.01532,0.008488,0.01792,0.003469,0.003257
C_SP,O_A,-0.0006467,-0.008096,-0.04171,-0.0653,-0.05715,-0.02813,-0.009554,-0.04321
C_SP,O_a_A,0.003259,0.01123,0.01614,-0.00146,-0.01657,0.005464,0.008362,-0.0006524
C_SP,On_A,0.04397,0.02741,0.04869,0.05365,0.07244,0.001012,-0.04362,-0.09502
C_SP,O_SP2_A,0.007214,0.03958,0.02015,0.0337,0.01636,0.01016,-0.02036,-0.001767
C_SP,O_AMID,0.05502,0.03431,0.02515,0.0158,-0.05491,-0.08276,-0.1233,-0.1354
C_SP,O_CAR,0.0057,-0.003481,-0.01359,-0.04191,-0.03653,-0.05619,-0.06072,-0.06585
C_SP,O_ALD,0.0944,0.1266,0.2481,0.3823,0.4801,0.4607,0.2739,0.134
C_SP,N,-0.005505,0.02677,0.03032,0.0008671,0.02845,0.05391,0.1053,0.09214
C_SP,Np,-0.015,-0.009575,-0.009339,-0.001279,0.07202,0.05144,0.06659,0.01958
C_SP,N_SP,-0.008033,0.02045,-0.005213,0.007349,0.0001945,-0.01216,-0.02249,-0.01189
C_SP,O,-0.001621,0.0229,-0.01451,-0.01222,0.0128,-0.002224,-0.007132,-0.004722
C_SP,On,-0.01003,-0.006041,0.00441,0.004131,-0.01734,-0.007303,0.02296,0.003633
C_SP,S,0.0417,0.05265,-0.02348,-0.0272,-0.03101,-0.004251,0.004274,-0.0375
C_SP,S_a,-0.008561,-0.008476,0.0232,0.001907,-0.01425,0.007409,-0.02733,-0.004783
C_SP,S_H,0.01881,0.006947,0.004087,0.0004159,-0.0004807,-0.02445,-0.05952,-0.07326
C_SP,P,-0.0328,-0.01479,-0.007053,-0.00986,-0.0173,0.01163,-0.02394,-0.04228
C_SP,U,0.03632,0.03997,0.02856,-0.001936,-0.01244,-0.05536,-0.00126,-0.007159
F,H,0.05302,-0.009552,-0.08501,-0.04253,0.02165,-0.03892,-0.1486,-0.1466
F,H_N,0.09875,0.07768,0.03007,-0.01293,-0.03422,0.02124,0.06106,0.0316
F,H_O,0.02337,0.05696,0.05362,0.09145,0.02978,-0.05359,-0.1507,-0.1111
F,H_S,0.05977,0.06598,0.06561,0.04083,-0.03507,-0.1072,-0.07783,-0.1221
F,H_ba,0.033,-0.05314,-0.07708,-0.04855,-0.02617,-0.04045,-0.07745,-0.1587
F,C,0.05221,0.008368,-0.06892,-0.08643,-0.02068,0.01246,0.04041,-0.08997
F,C_a,0.1073,0.04406,0.01717,-0.05291,-0.04099,-0.04375,-0.03337,-0.06574
F,C_SP2,-0.0708,-0.09801,-0.1181,-0.04086,0.08089,0.1667,0.09076,-0.06707
F,C_SP,-0.01136,0.008241,0.02142,-0.00947,0.002031,0.005898,0.02496,0.009503
F,F,0.008254,-0.0009469,0.04122,0.02818,0.05863,0.1482,0.1159,0.06833
F,F_ba,0.00679,-0.0465,0.0103,-0.004818,0.04496,0.01721,0.01023,-0.01102
F,Cl,-0.01302,0.003341,-0.005884,-0.01189,0.05711,0.02504,0.0008005,-0.05147
F,Cl_ba,-0.01102,0.003203,-0.0114,0.00115,0.01302,0.01881,-0.02112,0.01676
F,Br,0.03596,-0.01614,-0.0206,-0.01712,0.009405,-0.05052,0.01804,0.08246
F,Br_ba,-0.0004532,0.01269,0.002805,-0.0005153,-0.02567,-0.03396,-0.03219,0.01552
F,I,0.07244,0.04519,0.02468,0.02597,0.01709,-0.09138,-0.0642,-0.03036
F,I_ba,0.0005566,-0.01143,0.00392,-0.001883,-0.001539,-0.006478,-0.01404,-0.02762
F,N_D,-0.01205,-0.04787,-0.03505,-0.1069,-0.03617,-0.01636,0.09657,0.1084
F,N_a_D,-0.006204,-0.005069,-0.05859,-0.04703,0.02469,0.08217,-0.02905,-0.06445
F,N_ba_D,0.1014,0.05428,0.03149,-0.06041,-0.1009,-0.06275,0.03128,0.06507
F,Np_D,0.004425,-0.02408,-0.05131,-0.03545,0.1155,0.4172,0.5526,0.4164
F,N_SP2_D,0.03637,-0.01114,0.008849,0.005315,0.02329,0.03451,0.01285,0.01899
F,N_AMID_D,0.07463,-0.05443,-0.07951,-0.07336,-0.04344,-0.05395,-0.1836,-0.2631
F,Np_RES_D,0.08051,-0.01141,-0.03456,-0.07346,-0.02068,0.01806,-0.0113,-0.05788
F,N_DA,-0.01296,0.01922,0.03097,0.0121,0.01044,0.009379,0.01939,-0.01833
F,N_a_DA,0.09776,0.04691,-0.002502,-0.0578,-0.07017,0.002904,-0.009374,-0.08602
F,O_DA,0.1414,0.1147,0.08729,0.1078,0.01944,-0.02655,-0.1088,-0.1503
F,O_ba_DA,0.07559,0.02793,0.03202,0.04603,0.05104,0.04279,-0.1128,-0.1126
F,Met_DA,-0.01308,-0.0409,-0.04124,-0.0333,0.02872,0.04288,0.1807,0.1986
F,N_A,-0.01453,-0.005119,0.01637,0.01297,0.01227,0.003165,-0.01673,-0.008947
F,N_a_A,0.007249,-0.02815,-0.02957,-0.03133,-0.03297,0.0008242,-0.01036,-0.00788
F,O_A,0.02715,-0.002732,-0.01301,-0.03411,-0.06949,-0.02486,-0.02039,0.008761
F,O_a_A,0.002622,0.007594,-0.03842,-0.02125,0.00172,0.00547,-0.02008,-0.005646
F,On_A,0.164,0.1622,0.1086,0.09702,0.06249,0.02067,-0.1022,-0.2172
F,O_SP2_A,0.08341,0.1073,0.06903,0.09315,0.03355,0.0173,-0.0316,0.02742
F,O_AMID,0.2322,0.2208,0.1304,-0.01034,-0.1198,-0.1759,-0.1646,-0.2001
F,O_CAR,0.1122,0.04275,0.01494,-0.05384,-0.1567,-0.1332,-0.07617,-0.05936
F,O_ALD,0.2315,0.3067,0.4635,0.7106,0.9552,0.8883,0.556,0.3185
F,N,0.01059,0.03506,0.01197,0.004727,-0.03422,-0.01956,-0.03081,-0.07414
F,Np,0.02036,-0.01171,0.005681,0.01819,0.06532,0.07749,0.0533,0.009434
F,N_SP,-0.01566,0.02783,-0.006677,0.01332,0.006323,-0.009341,-0.009947,0.007679
F,O,-0.02371,0.02878,0.01346,-0.002929,0.0007334,0.01219,0.04912,0.02551
F,On,-0.02379,0.0175,0.001199,0.009794,0.00725,-0.00195,-0.01298,0.01833
F,S,0.1615,0.1043,0.007452,-0.1305,-0.1269,-0.08482,0.03539,0.05329
F,S_a,0.004721,0.00404,-0.01056,0.01018,0.01819,0.01518,0.003368,-0.02332
F,S_H,0.04617,0.01951,-0.005603,-0.01561,-0.05563,-0.02498,-0.04575,-0.02419
F,P,-0.0266,-0.01429,0.03334,0.03348,0.05207,0.03492,0.02228,0.0271
F,U,-0.008175,0.01618,0.007636,-0.02785,-0.03266,-0.04453,-0.04349,-0.01977
F_ba,H,0.04538,-0.0269,-0.06442,-0.03109,0.009885,0.009673,-0.0996,-0.08899
F_ba,H_N,0.06307,0.06201,0.001947,-0.04027,-0.04845,-0.006918,0.0571,0.03826
F_ba,H_O,0.03249,0.01849,-0.02789,0.04223,-0.01489,-0.01568,-0.09565,-0.0889
F_ba,H_S,0.02353,0.03424,0.04039,0.0373,0.06921,0.03318,-0.0007595,-0.03382
F_ba,H_ba,0.07407,-0.02005,-0.04481,-0.03406,0.02119,-0.03723,-0.1118,-0.1518
F_ba,C,0.08116,0.02076,-0.02879,-0.08306,-0.02649,0.03443,0.01973,-0.09633
F_ba,C_a,0.1354,0.06562,-0.03266,-0.06647,0.03771,-0.03183,-0.05397,-0.1195
F_ba,C_SP2,-0.05034,-0.0812,-0.1429,-0.09975,0.04366,0.1232,0.02018,-0.09111
F_ba,C_SP,0.02942,-0.01178,-0.009804,-0.03506,-0.01228,0.002407,-0.004154,0.01584
F_ba,F,-0.007123,-0.02031,-0.0464,-0.02486,-0.04226,-0.01775,-0.001448,-5.189e-05
F_ba,F_ba,0.009423,0.01963,0.004577,0.01514,0.03059,-0.01498,0.003931,0.009447
F_ba,Cl,-0.02427,-0.03201,-0.01957,-0.03776,0.006668,-0.02766,-0.05271,-0.05485
F_ba,Cl_ba,0.01014,0.003641,-0.01889,0.001748,-0.006354,-0.002021,0.03882,0.0243
F_ba,Br,0.02584,-0.01713,-0.01007,-0.01831,-0.01539,0.008301,0.003048,0.04253
F_ba,Br_ba,-0.02026,-0.003667,-0.0329,0.03532,0.01544,0.002901,0.002292,-0.01254
F_ba,I,-0.00446,-0.003892,0.001087,0.02594,-0.02899,-0.02236,-0.01737,0.01192
F_ba,I_ba,0.0235,-0.01137,-0.0306,0.0208,0.002068,0.03725,-0.01979,0.00851
F_ba,N_D,0.0176,0.03757,-0.006874,-0.01656,0.005457,0.04652,0.07701,0.05106
F_ba,N_a_D,0.08409,0.05848,0.04017,0.01968,0.06537,0.005826,-0.06749,-0.06542
F_ba,N_ba_D,0.05211,-0.009589,0.02634,-0.0136,-0.05958,-0.09558,-0.01451,0.01351
F_ba,Np_D,0.04148,-0.02827,-0.005892,-0.0287,0.1475,0.4085,0.4584,0.2631
F_ba,N_SP2_D,0.00896,0.0247,-0.0008328,0.01153,0.008826,0.01739,0.02172,-0.008814
F_ba,N_AMID_D,0.07322,0.01498,-0.03015,-0.1065,-0.0596,-0.1264,-0.2209,-0.2321
F_ba,Np_RES_D,0.0204,-0.02002,-0.05663,-0.102,-0.06234,0.02989,-0.0002748,0.03129
F_ba,N_DA,-0.006508,0.02928,0.02024,0.01698,0.01981,0.04337,0.02095,-0.02439
F_ba,N_a_DA,0.008356,-0.05511,-0.03084,-0.07457,-0.03152,0.008505,-0.02676,-0.1029
F_ba,O_DA,0.0896,0.05344,0.0718,0.05355,0.07385,0.04902,-0.03222,-0.09315
F_ba,O_ba_DA,0.04123,-0.009561,-0.02165,0.001386,-0.03546,-0.02298,-0.04227,-0.05739
F_ba,Met_DA,0.05385,0.07554,0.08488,0.04332,0.03791,0.03872,0.05309,0.04939
F_ba,N_A,0.02434,-0.002858,0.0217,0.00923,0.001041,-0.0113,-0.005779,-0.01917
F_ba,N_a_A,0.05067,0.002612,-0.0326,-0.009701,-0.04429,-0.02083,-0.05291,-0.03926
F_ba,O_A,0.02124,0.004405,-0.05468,-0.05891,-0.032,-0.0431,-0.02072,0.04425
F_ba,O_a_A,-0.01513,0.02609,-0.008852,-0.0124,-0.009042,0.03385,0.005327,0.00979
F_ba,On_A,0.1387,0.08913,0.03256,0.0631,0.07217,-0.008207,-0.1402,-0.2093
F_ba,O_SP2_A,0.07283,0.0666,0.07908,0.07976,0.02597,0.0644,-0.02515,0.02391
F_ba,O_AMID,0.1466,0.08834,-0.02898,-0.1133,-0.1556,-0.1922,-0.1772,-0.1767
F_ba,O_CAR,0.05484,0.0001122,-0.02102,-0.05224,-0.0903,-0.1315,-0.09833,-0.07976
F_ba,O_ALD,0.198,0.2665,0.3822,0.6144,0.7507,0.6738,0.4177,0.2396
F_ba,N,0.07793,0.1488,0.1314,0.07841,-0.01042,-0.05061,-0.0251,0.01986
F_ba,Np,0.0002062,0.003334,-0.02653,-0.02896,0.01003,0.06503,0.05469,0.0441
F_ba,N_SP,-0.03201,0.0007602,-0.01974,-0.01785,0.000797,0.006132,0.004756,0.007643
F_ba,O,-0.01459,0.02752,0.008313,-0.01179,-0.0213,0.01923,0.007814,-0.001088
F_ba,On,0.03139,0.006704,0.006759,0.01085,-0.01999,-0.0112,-0.006398,-0.02298
F_ba,S,0.1315,0.1204,0.009917,-0.06783,-0.04627,0.003535,0.08748,0.06391
F_ba,S_a,0.02882,0.02393,0.00536,-0.01901,0.02532,-0.008833,0.02065,0.02688
F_ba,S_H,0.04805,0.03894,-0.01679,-0.03627,0.0187,0.03132,-0.02467,-0.06873
F_ba,P,-0.06457,-0.06731,-0.03331,-0.03516,0.01913,0.0817,0.009114,-0.01687
F_ba,U,0.07057,0.0537,0.05994,0.01758,-0.01251,-0.06628,-0.05358,-0.04314
